Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
demo_EEBM,Chrome 75.0.3770.142,,,2019-08-07 16:42:42,2019-08-07 16:58:59,16m - 17.312s,PASSED
,,,,,,,
Test Cases/OM_ExistingBuildings/TC_EnergyEfficiencyBestManagementPractices,Chrome 75.0.3770.142,,,2019-08-07 16:42:42,2019-08-07 16:58:58,16m - 15.277s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.142,,,2019-08-07 16:42:42,2019-08-07 16:42:43,0.216s,PASSED
runWithCucumberRunner(runner_OM_ExistingBuildings.EnergyEfficiencyBestManagementPractices),Chrome 75.0.3770.142,,,2019-08-07 16:42:43,2019-08-07 16:58:58,16m - 14.809s,PASSED
