Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo_SM,Chrome 75.0.3770.142,,,2019-08-06 18:03:29,2019-08-06 18:03:56,26.204s,FAILED
,,,,,,,
Test Cases/OM_ExistingBuildings/TC_SiteManagement,Chrome 75.0.3770.142,,,2019-08-06 18:03:31,2019-08-06 18:03:55,24.005s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.142,,,2019-08-06 18:03:31,2019-08-06 18:03:32,0.453s,PASSED
runWithCucumberRunner(runner_OM_ExistingBuildings.SiteManagementTestRunner),Chrome 75.0.3770.142,,,2019-08-06 18:03:32,2019-08-06 18:03:55,23.114s,FAILED
