Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 75.0.3770.142,,,2019-08-07 15:59:16,2019-08-07 15:59:39,23.078s,PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 75.0.3770.142,,,2019-08-07 15:59:17,2019-08-07 15:59:38,21.041s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.142,,,2019-08-07 15:59:17,2019-08-07 15:59:17,0.180s,PASSED
runWithCucumberRunner(common.LoginRunner),Chrome 75.0.3770.142,,,2019-08-07 15:59:18,2019-08-07 15:59:38,20.563s,PASSED
