Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
demo_EEBM,Chrome 75.0.3770.142,,,2019-08-07 18:05:05,2019-08-07 18:08:54,3m - 49.301s,PASSED
,,,,,,,
Test Cases/OM_ExistingBuildings/TC_EnergyEfficiencyBestManagementPractices,Chrome 75.0.3770.142,,,2019-08-07 18:05:05,2019-08-07 18:08:53,3m - 47.108s,PASSED
Start listener action : before,Chrome 75.0.3770.142,,,2019-08-07 18:05:05,2019-08-07 18:05:05,0.018s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.142,,,2019-08-07 18:05:05,2019-08-07 18:05:06,0.496s,PASSED
runWithCucumberRunner(runner_OM_ExistingBuildings.EnergyEfficiencyBestManagementPractices),Chrome 75.0.3770.142,,,2019-08-07 18:05:06,2019-08-07 18:08:53,3m - 46.324s,PASSED
