Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
demo_EEBM,Chrome 75.0.3770.142,,,2019-08-08 16:51:14,2019-08-08 16:55:10,3m - 55.968s,PASSED
,,,,,,,
Test Cases/OM_ExistingBuildings/TC_EnergyEfficiencyBestManagementPractices,Chrome 75.0.3770.142,,,2019-08-08 16:51:15,2019-08-08 16:55:09,3m - 54.128s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.142,,,2019-08-08 16:51:15,2019-08-08 16:51:15,0.214s,PASSED
runWithCucumberRunner(runner_OM_ExistingBuildings.EnergyEfficiencyBestManagementPractices),Chrome 75.0.3770.142,,,2019-08-08 16:51:15,2019-08-08 16:55:09,3m - 53.661s,PASSED
