Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo_SM,Chrome 75.0.3770.142,,,2019-08-05 15:48:43,2019-08-05 15:53:14,4m - 30.297s,PASSED
,,,,,,,
Test Cases/OM_ExistingBuildings/TC_SiteManagement,Chrome 75.0.3770.142,,,2019-08-05 15:48:44,2019-08-05 15:53:13,4m - 28.316s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.142,,,2019-08-05 15:48:45,2019-08-05 15:48:45,0.552s,PASSED
runWithCucumberRunner(runner_OM_ExistingBuildings.SiteManagementTestRunner),Chrome 75.0.3770.142,,,2019-08-05 15:48:46,2019-08-05 15:53:13,4m - 27.028s,PASSED
